ds,yhat,yhat_lower,yhat_upper
2017-03-06,14128.38673477911,711.3984973724089,27162.81094304492
2017-03-07,13544.741131968598,1017.4929384776354,25884.469836661712
2017-03-08,13628.79567337145,536.4640251272142,26240.709504397342
2017-03-09,12092.800077478289,-917.8517286575724,25491.123806595504
2017-03-10,10498.115650907961,-2974.330357813078,23989.703073762466
2017-03-11,4632.164568738639,-9190.550439508695,17443.96405686589
2017-03-12,6425.6652747887,-5995.467230593466,19000.144003888807
2017-03-13,16301.908862810707,2846.468173372727,29098.168356672217
2017-03-14,15905.58501487954,2309.126737221069,29804.407567052695
2017-03-15,16129.83309109411,2514.8673272085284,30017.023203197255
2017-03-16,14680.75865392448,1791.5774287384515,27442.636338937853
2017-03-17,13151.919780828492,953.7812239340493,27080.684802055424
2017-03-18,7291.295387720613,-5727.3088768646285,20265.212971017474
2017-03-19,9028.729727239916,-4058.637849992322,21966.766191162493
2017-03-20,18788.529860599934,5282.806746499797,32615.31303775134
2017-03-21,18218.262193189912,5731.6521028946745,31884.708150673345
2017-03-22,18215.71743361452,5429.158877637001,31761.822175778452
2017-03-23,16493.287323315326,3800.083844176602,30012.911832741716
2017-03-24,14615.554568845007,1127.0614200001676,28642.240575293654
2017-03-25,8376.152239011797,-5224.600452644854,21378.161628464648
